1407877898279730000;18
1407449175285970000;0
1407765072521350000;6
1407465598762770000;1
1407450066575670000;1
1408095462138200000;25
1407706778666780000;5
1407446579741660000;1
1407752666382570000;5
1407874234181880000;19
1407885379823340000;24
1407856761273560000;13
1407914186949230000;23
1407758878629110000;7
1407885121697590000;21
1407729074689260000;3
1407878084376810000;21
1407740680051560000;5
1407882962092290000;22
1407853655567610000;12
1407872110199020000;18
1407465870046200000;1
1407857354754960000;13
1408062493520360000;20
1407868469752650000;16
1407512835333270000;2
1407881755810530000;22
1407861386307270000;12
1407727871439810000;3
1407759368255370000;7
1407913981755460000;23
1407886759757840000;23
1407794785147050000;8
1407757188895050000;7
1407858577037980000;13
1407503474066180000;2
1407882449380680000;22
1407817677230450000;10
1408042809735740000;20
1407462973476630000;1
1407759852777130000;7
1407757883488480000;6
1407758295440530000;7
1407449137113620000;1
1407798612055260000;8
1407872700840820000;18
1407512307626820000;0
1407868148506930000;11
1407498886348940000;1
1407761268224690000;8
1407859736968520000;11
1407867161268400000;16
1407887148896990000;24
1407886333306190000;24
1407781729407010000;27
1407500697805930000;2
1407804470948510000;9
1407881075620290000;22
1407887633804660000;20
1407855782712980000;13
1407861476715600000;12
1407865858953770000;15
1408033509156040000;26
1407473882500630000;1
1407865639822370000;16
1407759544193850000;7
1407501744171620000;2
1407911090000900000;23
1407892252039560000;26
1407882021171490000;22
1407796630900900000;8
1407758464508640000;7
1407746887650840000;5
1407865672567250000;16
1408055651662760000;26
1407881972807090000;22
1407898369264070000;23
1407463097409970000;1
1407443939657970000;0
1407849676901060000;11
1408100402592110000;25
1407500491588830000;2
1407863489721470000;15
1407868204949570000;16
1407900139545630000;
1407450812301840000;0
1407886767110380000;21
1407897987334940000;26
1407874862304090000;11
1407882550148690000;22
1407851947156280000;12
1407892589567680000;23
1407813537469240000;27
1407761538690300000;6
1407855645412530000;13
1407507560341570000;2
1407500512069560000;2
1407447555898810000;1
1407863711776320000;15
1407503133153050000;2
1407500353956890000;2
1408055731480410000;20
1407864989717770000;15
1407793720905300000;27
1408040559856520000;20
1407500682958190000;0
1407785104613770000;8
1407691808319140000;3
1407857309200610000;12
1407858916340410000;13
1407882912675080000;22
1407502665936810000;2
1407885927393930000;21
1407885091548890000;24
1407886752589790000;21
1407806095926640000;9
1407857586213370000;14
1407858560264980000;13
1407807423239390000;9
1407759591044150000;7
1407461216717610000;1
1407504168399650000;2
1407461261881790000;1
1407857360895450000;13
1407503978355740000;2
1407745240606420000;5
1407893996693850000;23
1407867578018580000;16
1408056002197340000;25
1407474034837750000;1
1407758460410900000;7
1407865382166270000;16
1407737655232790000;5
1407862458186930000;12
1407710315974990000;3
1408058075982920000;26
1407865655869770000;16
1407451952108220000;1
1407886012336960000;24
1407857311457200000;13
1407870009439880000;16
1407449985524940000;1
1407739026463930000;5
1407855757719180000;13
1407748871913080000;5
1407886042229840000;24
1407869217987350000;16
1407874630153600000;18
1407507304526840000;0
1407506243036530000;0
1408054460568450000;23
1408047009026780000;25
1407444797342810000;0
1407448890471810000;1
1407865309743220000;16
1407856903720480000;13
1407748425077160000;5
1407857316544890000;13
1407922745040580000;23
1407462500375930000;1
1407865475686610000;16
1407690707792440000;4
1407799987296240000;9
1407882809549660000;22
1407780393089120000;8
1407445453784890000;0
1407512544298870000;0
1407499156814440000;1
1407474490251090000;0
1407831612851730000;27
1407874680363560000;18
1408029576454930000;26
1407875017979970000;17
1407789782772690000;27
1407863747889220000;15
1407874017458110000;17
1407877299060540000;18
